CONTROL_JOB_NO,REGION_NAME,BUSINESS_UNIT,OFFICE_NAME,CITY,STATE,CORE_MARKET,MARKET_SECTOR,PROJECT_TYPE,TOTAL_CONTROL_ESTIMATE,BUILDING_SIZE
PROJECT_0336,Northeast,Richmond,Richmond,Petersburg,VA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,11861440.0,8000.0
PROJECT_0027,Northwest,Bay Area,Silicon Valley,,,Biomedical Facilities,,Office,804611.0,
PROJECT_0159,Southwest,SoCal,Newport Beach,Oceanside,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,244000.0,2500.0
PROJECT_0257,Central,Houston,Houston,Houston,TX,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,1507337.0,20000.0
PROJECT_0474,Southeast,Charlotte-Greenville,Charlotte,,,Advanced Systems & Innovation,,Mission Critical,5408234.0,500.0
PROJECT_0327,Northeast,DC - Baltimore,Washington DC,Washington,DC,Advanced Systems & Innovation,,Office,23131.0,
PROJECT_0568,,,Denver (D8-B),Lakewood,CO,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,1824823.0,
PROJECT_0314,Northeast,DC - Baltimore,Washington DC,Sterling,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,8.0
PROJECT_0454,Southeast,Central Florida,Orlando,Altamonte Springs,FL,Clinical Infrastructure,,Hospitals,614839.0,13500.0
PROJECT_0073,Northwest,Sacramento,Sacramento,Fair Oaks,CA,Other,,Office,0.0,7200.0
PROJECT_0530,Northeast,Boston,Boston,Boston,MA,Academic Institutions,,Education/Classroom Space,0.0,51000.0
PROJECT_0547,Northwest,Pacific Northwest,Seattle,Seattle,WA,Biomedical Facilities,BF-Research & Development/Science & Technology,R&amp;D Building (Laboratories),21395488.0,20000.0
PROJECT_0540,Northwest,Pacific Northwest,Seattle,Bothell,WA,Biomedical Facilities,BF-Research & Development/Science & Technology,R&amp;D Building (Laboratories),0.0,0.0
PROJECT_0115,Southwest,San Diego,San Diego,San Diego,CA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,406617.0,3000.0
PROJECT_0442,Southeast,Central Florida,Tampa,Tampa,FL,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,43204790.0,100000.0
PROJECT_0277,Central,Dallas FTW,Dallas FTW,Southlake,TX,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,5976379.22,4500.0
PROJECT_0528,Northeast,Boston,Boston,Pawtucket,RI,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,0.0,71000.0
PROJECT_0048,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Advanced Systems & Innovation,,Mission Critical,384350.02,10000.0
PROJECT_0288,Central,Dallas FTW,Dallas FTW,Plano,TX,Advanced Systems & Innovation,ASI-Enterprise Technologies,Mission Critical,1071256.0,40000.0
PROJECT_0555,,,Denver (D8-B),Lakewood,CO,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,5939536.0,116624.0
PROJECT_0265,Central,Dallas FTW,Dallas FTW,Westlake,TX,Corporate & Workplace,,Office,1075413.0,12.0
PROJECT_0042,Northwest,Bay Area,Silicon Valley,San Jose,CA,Advanced Systems & Innovation,ASI-Semiconductor,Mission Critical,23944569.0,300000.0
PROJECT_0036,Northwest,Bay Area,Silicon Valley,San Francisco,CA,Advanced Systems & Innovation,ASI-Enterprise Technologies,Office,0.0,15000.0
PROJECT_0298,,,Central (D3-R),Abilene,TX,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,200.0
PROJECT_0256,Central,Houston,Houston,Houston,TX,Biomedical Facilities,BF-Research & Development/Science & Technology,Biopharm Manufacturing,89550178.0,70000.0
PROJECT_0146,Southwest,SoCal,Newport Beach,Menifee,CA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,3328184.0,55000.0
PROJECT_0416,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),1097595.0,3915.0
PROJECT_0551,,,,Colorado Springs,CO,Advanced Systems & Innovation,,Mission Critical,0.0,56000.0
PROJECT_0477,Southeast,Charlotte-Greenville,Charlotte,Matthews,NC,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,88985.0,88000.0
PROJECT_0340,Northeast,Richmond,Richmond,Chester,VA,Advanced Systems & Innovation,,Mission Critical,33275907.0,150000.0
PROJECT_0379,Southeast,Atlanta,Atlanta,,,Academic Institutions,,Education/Classroom Space,19400.0,
PROJECT_0101,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Research & Development/Science & Technology,Other,4403302.0,101000.0
PROJECT_0128,Southwest,SoCal,Newport Beach,Murrieta,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,59175356.03,36000.0
PROJECT_0390,Southeast,South Florida,South Florida,Doral,FL,Advanced Systems & Innovation,ASI-Developer,Mission Critical,1196113.75,200000.0
PROJECT_0110,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),1322934.0,25684.0
PROJECT_0085,Southwest,San Diego,San Diego,Chula Vista,CA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,50145202.83,60000.0
PROJECT_0298,,,,Abilene,TX,Advanced Systems & Innovation,,Mission Critical,999556926.0,200.0
PROJECT_0135,Southwest,SoCal,Newport Beach,Playa del Rey,CA,Corporate & Workplace,CW-Professional Services,Other,123096565.0,
PROJECT_0105,Southwest,San Diego,San Diego,Vista,CA,Biomedical Facilities,,Biopharm Manufacturing,4190899.0,3650.0
PROJECT_0086,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Other,0.0,1046120.0
PROJECT_0390,Southeast,South Florida,South Florida,Doral,FL,Advanced Systems & Innovation,,Mission Critical,49049579.7,200000.0
PROJECT_0017,Northwest,Bay Area,Silicon Valley,San Francisco,CA,Advanced Systems & Innovation,,Office,0.0,583000.0
PROJECT_0262,Central,Dallas FTW,Dallas FTW,Frisco,TX,Clinical Infrastructure,,Hospitals,-26086074.0,400000.0
PROJECT_0507,Northeast,New Jersey,New Jersey,,,Advanced Systems & Innovation,,Mission Critical,16388684.08,10000.0
PROJECT_0546,Northwest,Pacific Northwest,Seattle,,,Biomedical Facilities,,Biopharm Manufacturing,525095.0,2030.0
PROJECT_0569,,,Denver (D8-B),Aurora,CO,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,478218.0,255.0
PROJECT_0341,Northeast,Richmond,Richmond,Sandston,VA,Advanced Systems & Innovation,,Mission Critical,88123522.0,75000.0
PROJECT_0140,Southwest,SoCal,Newport Beach,Cypress,CA,Advanced Systems & Innovation,ASI-Defense & Aerospace,Advanced Manufacturing,7052542.0,7500.0
PROJECT_0394,Southeast,South Florida,South Florida,,FL,Clinical Infrastructure,,Outpatient Healthcare,1872371.0,17000.0
PROJECT_0520,Northeast,Boston,Boston,Southborough,MA,Clinical Infrastructure,,Outpatient Healthcare,943708.0,45000.0
PROJECT_0485,Southeast,Nashville,Nashville,Huntsville,AL,Advanced Systems & Innovation,ASI-Enterprise Technologies,Mission Critical,982885940.0,750000.0
PROJECT_0300,,,,Rayville,LA,Advanced Systems & Innovation,,Mission Critical,1365003601.0,2088000.0
PROJECT_0126,Southwest,SoCal,Newport Beach,West Hills,CA,Clinical Infrastructure,,Hospitals,436524.0,15000.0
PROJECT_0483,Southeast,Charlotte-Greenville,Greenville,Aiken,SC,Advanced Systems & Innovation,,Mission Critical,931658909.0,700000.0
PROJECT_0164,Southwest,SoCal,Newport Beach,Van Nuys,CA,Clinical Infrastructure,,Hospitals,0.0,11423.0
PROJECT_0348,Northeast,Richmond,Richmond,Richmond,VA,Clinical Infrastructure,,Hospitals,1337732.0,27500.0
PROJECT_0471,Southeast,Charlotte-Greenville,Charlotte,Charlotte,NC,Corporate & Workplace,,Office,11112216.0,38347.0
PROJECT_0549,Northwest,Pacific Northwest,Seattle,Bothell,WA,Biomedical Facilities,,Office,105789.0,
PROJECT_0155,Southwest,SoCal,Newport Beach,El Segundo,CA,Advanced Systems & Innovation,,Advanced Manufacturing,0.0,250000.0
PROJECT_0122,Southwest,San Diego,San Diego,Chula Vista,CA,Clinical Infrastructure,,Hospitals,0.0,15000.0
PROJECT_0036,Northwest,Bay Area,Silicon Valley,San Francisco,CA,Advanced Systems & Innovation,,Office,5688515.0,15000.0
PROJECT_0280,Central,Dallas FTW,Dallas FTW,Plano,TX,Clinical Infrastructure,,Hospitals,6723077.28,127051.0
PROJECT_0081,Northwest,Bay Area,San Francisco,San Francisco,CA,Academic Institutions,,Education/Classroom Space,0.0,184000.0
PROJECT_0474,Southeast,Charlotte-Greenville,Charlotte,Charlotte,NC,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,1733355.0,500.0
PROJECT_0158,Southwest,SoCal,Newport Beach,Claremont,CA,Academic Institutions,,Student Housing,165994.0,125442.0
PROJECT_0301,,,Central (D3-R),Burlington,TX,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,95250888.0,50.0
PROJECT_0107,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,Biopharm Manufacturing,1357708.09,10000.0
PROJECT_0223,Central,Austin,Austin,Austin,TX,Corporate & Workplace,CW-Developer,Residential,161569765.48,757000.0
PROJECT_0190,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,225682.0,32050.0
PROJECT_0487,Southeast,Nashville,Nashville,Gallatin,TN,Advanced Systems & Innovation,,Mission Critical,470695000.0,360000.0
PROJECT_0485,Southeast,Nashville,Nashville,Huntsville,AL,Advanced Systems & Innovation,,Mission Critical,17410210.0,750000.0
PROJECT_0097,Southwest,San Diego,San Diego,San Diego,CA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,10597640.0,5300.0
PROJECT_0137,Southwest,SoCal,Newport Beach,,,Biomedical Facilities,,R&amp;D Building (Laboratories),0.0,61000.0
PROJECT_0322,Northeast,DC - Baltimore,Washington DC,Sterling,VA,Advanced Systems & Innovation,,Mission Critical,93358762.0,32.0
PROJECT_0039,Northwest,Bay Area,Silicon Valley,Hayward,CA,Advanced Systems & Innovation,,Advanced Manufacturing,109978.0,56000.0
PROJECT_0161,Southwest,SoCal,Newport Beach,Tarzana,CA,Biomedical Facilities,,Biopharm Manufacturing,2016951.0,57000.0
PROJECT_0334,Northeast,Richmond,Richmond,Charlottesville,VA,Academic Institutions,AI-Public,Education/Classroom Space,103656031.0,105000.0
PROJECT_0069,Northwest,Sacramento,Sacramento,Fairfield,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,7495876.0,0.0
PROJECT_0488,Southeast,Nashville,Nashville,Nashville,TN,Corporate & Workplace,,Office,2951165.0,67820.0
PROJECT_0496,Southeast,Nashville,Nashville,Gallatin,TN,Advanced Systems & Innovation,,Mission Critical,52427983.0,36.0
PROJECT_0326,Northeast,DC - Baltimore,Washington DC,Reston,VA,Advanced Systems & Innovation,,Mission Critical,598353.0,2.0
PROJECT_0361,Northeast,DC - Baltimore,Baltimore,Baltimore,MD,Academic Institutions,,Other,506687.0,14000.0
PROJECT_0064,Northwest,Sacramento,Sacramento,Fairfield,CA,Clinical Infrastructure,,Outpatient Healthcare,7500.0,500.0
PROJECT_0335,Northeast,DC - Baltimore,Washington DC,Charlottesville,VA,Academic Institutions,,Other,40000.0,18800.0
PROJECT_0369,,,Northeast (D4-R),Fogelsville,PA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,9465224.0,
PROJECT_0336,Northeast,Richmond,Richmond,Petersburg,VA,Biomedical Facilities,,Biopharm Manufacturing,2009981.32,8000.0
PROJECT_0274,Central,Dallas FTW,Dallas FTW,Dallas,TX,Corporate & Workplace,,Office,857385.0,106613.0
PROJECT_0018,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Biomedical Facilities,,Office,1297261.9,161000.0
PROJECT_0490,Southeast,Nashville,Nashville,Nashville,TN,Advanced Systems & Innovation,,Mission Critical,4733803.0,102500.0
PROJECT_0044,Northwest,Bay Area,Silicon Valley,Tracy,CA,Advanced Systems & Innovation,,Advanced Manufacturing,3108820.0,
PROJECT_0253,Central,Houston,Houston,,,Clinical Infrastructure,,Hospitals,4635611.0,37000.0
PROJECT_0540,Northwest,Pacific Northwest,Seattle,,,Biomedical Facilities,,R&amp;D Building (Laboratories),1993762.0,0.0
PROJECT_0215,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Office,0.0,65065.0
PROJECT_0491,Southeast,Nashville,Nashville,Springfield,TN,Clinical Infrastructure,,Hospitals,0.0,11500.0
PROJECT_0171,Southwest,Arizona,Phoenix,Mesa,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,9569138.36,15800.0
PROJECT_0046,Northwest,Bay Area,Silicon Valley,,,Advanced Systems & Innovation,,Mission Critical,3162089.0,40000.0
PROJECT_0457,Southeast,Central Florida,Orlando,Davenport,FL,Clinical Infrastructure,,Hospitals,224903.0,8227.0
PROJECT_0484,Southeast,Charlotte-Greenville,Greenville,Greer,SC,Clinical Infrastructure,,Hospitals,1832428.0,200000.0
PROJECT_0063,Northwest,Sacramento,Sacramento,Vallejo,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,722602.0,600.0
PROJECT_0176,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,2275907.0,6000.0
PROJECT_0353,Northeast,DC - Baltimore,Baltimore,Towson,MD,Academic Institutions,,Education/Classroom Space,52090.0,125000.0
PROJECT_0392,Southeast,South Florida,South Florida,Boynton Beach,FL,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,731270.5,1225.0
PROJECT_0526,Northeast,Boston,Boston,Beverly,MA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,6514594.0,18373.0
PROJECT_0454,Southeast,Central Florida,Orlando,Altamonte Springs,FL,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,3864564.0,13500.0
PROJECT_0401,Southeast,South Florida,South Florida,Deerfield Beach,FL,Clinical Infrastructure,,Outpatient Healthcare,0.0,114000.0
PROJECT_0007,Northwest,Bay Area,Silicon Valley,,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),15297.0,2500.0
PROJECT_0535,Northeast,Boston,Boston,Cambridge,MA,Biomedical Facilities,,R&amp;D Building (Laboratories),85000.0,150000.0
PROJECT_0338,Northeast,Richmond,Richmond,Ashland,VA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,13252715.0,16400.0
PROJECT_0557,,,,Boulder,CO,Advanced Systems & Innovation,,Advanced Manufacturing,672748.0,75000.0
PROJECT_0050,Northwest,Bay Area,Silicon Valley,Alameda,CA,Biomedical Facilities,BF-Medical Device,Office,4257584.0,
PROJECT_0449,Southeast,Central Florida,Orlando,Orlando,FL,Academic Institutions,,Education/Classroom Space,0.0,90000.0
PROJECT_0501,Northeast,New Jersey,New Jersey,Branchburg,NJ,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,16265022.41,10000.0
PROJECT_0102,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,Other,361656.0,40000.0
PROJECT_0133,Southwest,SoCal,Newport Beach,Duarte,CA,Clinical Infrastructure,,Outpatient Healthcare,3742149.0,19550.0
PROJECT_0068,Northwest,Sacramento,Sacramento,,,Clinical Infrastructure,,Hospitals,90252.0,0.0
PROJECT_0240,Central,Austin,Austin,Austin,TX,Advanced Systems & Innovation,,Office,89563.0,100000.0
PROJECT_0098,Southwest,San Diego,San Diego,Encinitas,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,3400.0
PROJECT_0289,Central,Dallas FTW,Dallas FTW,Dallas,TX,Clinical Infrastructure,,Hospitals,193753.0,1000.0
PROJECT_0239,Central,Austin,Austin,The Woodlands,TX,Clinical Infrastructure,,Outpatient Healthcare,0.0,5200.0
PROJECT_0231,Central,Austin,Austin,Spicewood,TX,Corporate & Workplace,,Hotel / Convention Center,9122688.0,248000.0
PROJECT_0054,Northwest,Bay Area,Silicon Valley,Mountain View,CA,Advanced Systems & Innovation,ASI-Clean Technologies,Other,172963.0,2000000.0
PROJECT_0134,Southwest,SoCal,Newport Beach,Los Angeles,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,134218198.0,20000.0
PROJECT_0446,Southeast,Central Florida,Tampa,Tampa,FL,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,411200.0,
PROJECT_0080,Northwest,Sacramento,Sacramento,Vacaville,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,810809.0,10000.0
PROJECT_0095,Southwest,San Diego,San Diego,,,Biomedical Facilities,,R&amp;D Building (Laboratories),7650666.0,2000.0
PROJECT_0334,Northeast,Richmond,Richmond,Charlottesville,VA,Academic Institutions,,Education/Classroom Space,3801787.0,105000.0
PROJECT_0504,Northeast,New Jersey,New Jersey,Secaucus,NJ,Advanced Systems & Innovation,ASI-Developer,Mission Critical,4736930.0,10000.0
PROJECT_0014,Northwest,Bay Area,Silicon Valley,Sunnyvale,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),9517000.0,24000.0
PROJECT_0328,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,48.0
PROJECT_0032,Northwest,Bay Area,Silicon Valley,San Francisco,CA,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,1263738.0,16667.0
PROJECT_0516,Northeast,Boston,Boston,Cambridge,MA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),91245527.0,144000.0
PROJECT_0395,Southeast,South Florida,South Florida,,,Other,,Office,20585.0,240000.0
PROJECT_0462,Southeast,Central Florida,Orlando,Orlando,FL,Academic Institutions,AI-Public,Student Housing,422319.17,
PROJECT_0365,Northeast,DC - Baltimore,Baltimore,Olney,MD,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,182547.0,400.0
PROJECT_0089,Southwest,San Diego,San Diego,San Diego,CA,Clinical Infrastructure,CI-Healthcare Provider,Office,68120177.0,156000.0
PROJECT_0473,Southeast,Charlotte-Greenville,Charlotte,Forest City,NC,Advanced Systems & Innovation,ASI-Enterprise Technologies,Mission Critical,557210.0,875000.0
PROJECT_0153,Southwest,SoCal,Newport Beach,Thousand Oaks,CA,,CI-Healthcare Provider,,225103.0,
PROJECT_0523,Northeast,Boston,Boston,Smithfield,RI,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,60068849.0,55000.0
PROJECT_0224,Central,Austin,Austin,Austin,TX,Corporate & Workplace,,Hotel / Convention Center,131066.24,182000.0
PROJECT_0443,Southeast,Central Florida,Tampa,Tampa,FL,Academic Institutions,AI-Public,Education/Classroom Space,355990.0,3000.0
PROJECT_0434,Southeast,Central Florida,Tampa,Tampa,FL,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,1587006.0,620000.0
PROJECT_0455,Southeast,Central Florida,Orlando,Orlando,FL,Other,,Other,445780.0,30000.0
PROJECT_0098,Southwest,San Diego,San Diego,Encinitas,CA,Clinical Infrastructure,,Hospitals,500027.0,3400.0
PROJECT_0118,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),959446.0,
PROJECT_0528,Northeast,Boston,Boston,Pawtucket,RI,Clinical Infrastructure,,Outpatient Healthcare,65000.0,71000.0
PROJECT_0112,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Developer,Retail,251564.0,1300.0
PROJECT_0372,Southeast,Atlanta,Atlanta,Atlanta,GA,Academic Institutions,AI-Public,Education/Classroom Space,37893260.0,64700.0
PROJECT_0060,Northwest,Sacramento,Sacramento,,,Clinical Infrastructure,,Mission Critical,13024850.0,0.0
PROJECT_0488,Southeast,Nashville,Nashville,Nashville,TN,Corporate & Workplace,CW-Professional Services,Office,21586770.0,67820.0
PROJECT_0522,Northeast,Boston,Boston,,,Academic Institutions,,Education/Classroom Space,37500.0,6900.0
PROJECT_0193,Southwest,Arizona,Phoenix,PHOENIX,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,1500.0
PROJECT_0466,Southeast,Charlotte-Greenville,Charlotte,Forest City,NC,Advanced Systems & Innovation,,Mission Critical,0.0,875000.0
PROJECT_0310,Northeast,DC - Baltimore,Washington DC,Fairfax,VA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,4278025.0,9250.0
PROJECT_0425,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Advanced Systems & Innovation,,Mission Critical,162475.0,10000.0
PROJECT_0440,Southeast,Central Florida,Tampa,Tampa,FL,Academic Institutions,AI-Public,Education/Classroom Space,0.0,8900.0
PROJECT_0492,Southeast,Nashville,Nashville,Springfield,TN,Clinical Infrastructure,,Hospitals,0.0,500.0
PROJECT_0079,Northwest,Sacramento,Sacramento,Sacramento,CA,Advanced Systems & Innovation,ASI-Developer,Office,969518.0,5000.0
PROJECT_0120,Southwest,San Diego,San Diego,Carlsbad,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),76812.0,
PROJECT_0044,Northwest,Bay Area,Silicon Valley,Tracy,CA,Advanced Systems & Innovation,ASI-Clean Technologies,Advanced Manufacturing,0.0,
PROJECT_0308,Northeast,DC - Baltimore,Washington DC,Reston,VA,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,21332428.0,4.0
PROJECT_0512,Northeast,New Jersey,New Jersey,Branchburg,NJ,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,0.0,21000.0
PROJECT_0077,Northwest,Sacramento,Sacramento,Lodi,CA,Biomedical Facilities,,Biopharm Manufacturing,0.0,170000.0
PROJECT_0003,Northwest,Bay Area,Silicon Valley,San Mateo,CA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,175000.0,37000.0
PROJECT_0317,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,,Mission Critical,104065150.0,265950.0
PROJECT_0242,Central,Austin,Austin,Hutto,TX,Advanced Systems & Innovation,,Mission Critical,603177047.91,235000.0
PROJECT_0153,Southwest,SoCal,Newport Beach,,,,,,0.0,
PROJECT_0560,,,,,,,,,0.0,
PROJECT_0411,Southeast,Raleigh-Durham,Raleigh-Durham,Holly Springs,NC,Biomedical Facilities,,Biopharm Manufacturing,132486.0,0.0
PROJECT_0330,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,,Mission Critical,0.0,311000.0
PROJECT_0200,Southwest,Arizona,Phoenix,Chandler,AZ,Advanced Systems & Innovation,ASI-Semiconductor,Advanced Manufacturing,8792214.0,181655.0
PROJECT_0242,Central,Austin,Austin,Hutto,TX,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,235000.0
PROJECT_0140,Southwest,SoCal,Newport Beach,Cypress,CA,Advanced Systems & Innovation,,Advanced Manufacturing,963162.0,7500.0
PROJECT_0349,Northeast,Richmond,Richmond,Chester,VA,Advanced Systems & Innovation,,Mission Critical,44941765.24,200000.0
PROJECT_0012,Northwest,Bay Area,Silicon Valley,Oakland,CA,Clinical Infrastructure,,Hospitals,48004.0,0.0
PROJECT_0018,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Biomedical Facilities,BF-Medical Device,Office,38223738.1,161000.0
PROJECT_0022,Northwest,Bay Area,Silicon Valley,Mountain View,CA,Clinical Infrastructure,,Outpatient Healthcare,1438311.0,770.0
PROJECT_0053,Northwest,Bay Area,Silicon Valley,San Francisco,CA,Other,OTH-Professional Sports,Sports and Athletics,2612393.0,4000.0
PROJECT_0130,Southwest,SoCal,Newport Beach,Irvine,CA,Corporate & Workplace,CW-Finance/Banking/Insurance,Mission Critical,66271783.0,45000.0
PROJECT_0328,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,,Mission Critical,220009852.0,48.0
PROJECT_0152,Southwest,SoCal,Newport Beach,Pasadena,CA,Corporate & Workplace,,R&amp;D Building (Laboratories),0.0,93000.0
PROJECT_0002,Northwest,Bay Area,Silicon Valley,South San Francisco,CA,Corporate & Workplace,CW-Developer,Office,303035134.0,400000.0
PROJECT_0349,Northeast,Richmond,Richmond,Chester,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,3220644.8,200000.0
PROJECT_0344,Northeast,Richmond,Richmond,Richmond,VA,Clinical Infrastructure,,Hospitals,1261068.0,22000.0
PROJECT_0262,Central,Dallas FTW,Dallas FTW,Frisco,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,292276235.0,400000.0
PROJECT_0445,Southeast,Central Florida,Tampa,Tampa,FL,Academic Institutions,AI-Public,Education/Classroom Space,163829.0,192.0
PROJECT_0439,Southeast,Central Florida,Tampa,Tampa,FL,Academic Institutions,AI-Public,Education/Classroom Space,82121.0,
PROJECT_0154,Southwest,SoCal,Newport Beach,Pasadena,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),35000.0,
PROJECT_0147,Southwest,SoCal,Newport Beach,Thousand Oaks,CA,Biomedical Facilities,,Other,2301318.0,
PROJECT_0320,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,,Mission Critical,81093553.0,343003.0
PROJECT_0270,Central,Dallas FTW,Dallas FTW,Dallas,TX,Clinical Infrastructure,,Hospitals,564023.0,16000.0
PROJECT_0146,Southwest,SoCal,Newport Beach,Menifee,CA,Clinical Infrastructure,,Outpatient Healthcare,671816.0,55000.0
PROJECT_0313,Northeast,DC - Baltimore,Washington DC,Reston,VA,Advanced Systems & Innovation,,Mission Critical,10870573.0,225000.0
PROJECT_0538,Northwest,Pacific Northwest,Seattle,,,Biomedical Facilities,,Other,0.0,
PROJECT_0074,Northwest,Sacramento,Sacramento,Modesto,CA,Clinical Infrastructure,,Outpatient Healthcare,186484489.0,182200.0
PROJECT_0346,Northeast,Richmond,Richmond,Richmond,VA,Corporate & Workplace,,Office,2557521.0,192000.0
PROJECT_0159,Southwest,SoCal,Newport Beach,Oceanside,CA,Biomedical Facilities,,Biopharm Manufacturing,1005910.0,2500.0
PROJECT_0156,Southwest,SoCal,Newport Beach,El Segundo,CA,Advanced Systems & Innovation,,Advanced Manufacturing,100000.0,50000.0
PROJECT_0126,Southwest,SoCal,Newport Beach,West Hills,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,11934382.0,15000.0
PROJECT_0408,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,,Biopharm Manufacturing,1048541.0,0.0
PROJECT_0177,Southwest,Arizona,Phoenix,Gilbert,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,15842312.82,33600.0
PROJECT_0376,Southeast,Atlanta,Atlanta,Atlanta,GA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,3255862.0,182000.0
PROJECT_0020,Northwest,Bay Area,Silicon Valley,,,Advanced Systems & Innovation,,Mission Critical,566610.0,100000.0
PROJECT_0061,Northwest,Sacramento,Sacramento,Santa Rosa,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,8540971.0,0.0
PROJECT_0387,Southeast,Atlanta,Atlanta,Johns Creek,GA,Clinical Infrastructure,,Hospitals,0.0,1850.0
